ISIN,DocumentType,EffectiveDate,DownloadDate,DownloadUrl,FilePath,MD5Hash,FileSize
DE000A1W9AC4,verkaufsprospekt,01.06.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_apo_TopSelect_Stabilitaet_01_06_2024.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A1W9AC4\VKP_apo_TopSelect_Stabilitaet_01_06_2024.pdf,3efb3b88091f906b54673adcb5962a8a,1.24 MiB
DE000A1W9AC4,priips,01.06.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A1W9AC4_1041376_DE_DE_2024-06-01_664dbef1ee946.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A1W9AC4\PRIIPS_DE000A1W9AC4_1041376_DE_DE_2024-06-01_664dbef1ee946.pdf,6cd15e082305a8c268e3770d5e678b68,172.92 KiB
DE000A1W9AE0,verkaufsprospekt,01.06.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_apo_TopSelect_Wachstum_01_06_2024.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A1W9AE0\VKP_apo_TopSelect_Wachstum_01_06_2024.pdf,b73f2c41f7041ecf34b620251f4e58af,1.25 MiB
DE000A1W9AE0,priips,01.06.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A1W9AE0_1041375_DE_DE_2024-06-01_664dbef1a8538.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A1W9AE0\PRIIPS_DE000A1W9AE0_1041375_DE_DE_2024-06-01_664dbef1a8538.pdf,6a9715febb2ce128c6ca605ec44ea0da,173.08 KiB
DE000A0M2BQ0,verkaufsprospekt,23.05.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_apo_Vivace_Megatrends_23_05_2024.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A0M2BQ0\VKP_apo_Vivace_Megatrends_23_05_2024.pdf,6d6237f01f8ece7dbd83724129ea1755,1.36 MiB
DE000A0M2BQ0,priips,16.04.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A0M2BQ0_1040489_DE_DE_2024-04-16_6618ed55c3b1a.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A0M2BQ0\PRIIPS_DE000A0M2BQ0_1040489_DE_DE_2024-04-16_6618ed55c3b1a.pdf,6a12f64987a3d833e15978158225789c,171.35 KiB
DE000A2DP578,verkaufsprospekt,23.05.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_apo_Vivace_Megatrends_23_05_2024.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DP578\VKP_apo_Vivace_Megatrends_23_05_2024.pdf,6d6237f01f8ece7dbd83724129ea1755,1.36 MiB
DE000A2DP578,priips,16.04.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A2DP578_1040486_DE_DE_2024-04-16_6618ecf68c9a8.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DP578\PRIIPS_DE000A2DP578_1040486_DE_DE_2024-04-16_6618ecf68c9a8.pdf,a9d9399550448f5ad884578983669213,171.68 KiB
DE000A2DTLQ1,verkaufsprospekt,31.08.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Apus_Capital_Marathon_Fonds_31_08_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DTLQ1\VKP_Apus_Capital_Marathon_Fonds_31_08_2023.pdf,d9fb9fa4ec7b8077dfc6d3762e4736f9,1.34 MiB
DE000A2DTLQ1,jahresbericht,31.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1042_Apus_Capital_Marathon_Fonds_2023-07-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DTLQ1\JB_1042_Apus_Capital_Marathon_Fonds_2023-07-31.pdf,1f97a52726ccf716e0dd89de3e2fa97f,2.39 MiB
DE000A2DTLQ1,halbjahresbericht,31.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1042_Apus_Capital_Marathon_Fonds_Bericht_2024-01-3.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DTLQ1\HJB_1042_Apus_Capital_Marathon_Fonds_Bericht_2024-01-3.pdf,d0deb9a9fda98dbd8bf1823a51ae6646,817.61 KiB
DE000A2DTLQ1,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A2DTLQ1_1036050_DE_DE_2024-01-24_65a547dd46152.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DTLQ1\PRIIPS_DE000A2DTLQ1_1036050_DE_DE_2024-01-24_65a547dd46152.pdf,0a4e095e410782bbbdff58e7592c8686,103.60 KiB
DE000A2DR1W1,verkaufsprospekt,31.08.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Apus_Capital_Marathon_Fonds_31_08_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DR1W1\VKP_Apus_Capital_Marathon_Fonds_31_08_2023.pdf,d9fb9fa4ec7b8077dfc6d3762e4736f9,1.34 MiB
DE000A2DR1W1,jahresbericht,31.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1042_Apus_Capital_Marathon_Fonds_2023-07-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DR1W1\JB_1042_Apus_Capital_Marathon_Fonds_2023-07-31.pdf,1f97a52726ccf716e0dd89de3e2fa97f,2.39 MiB
DE000A2DR1W1,halbjahresbericht,31.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1042_Apus_Capital_Marathon_Fonds_Bericht_2024-01-3.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DR1W1\HJB_1042_Apus_Capital_Marathon_Fonds_Bericht_2024-01-3.pdf,d0deb9a9fda98dbd8bf1823a51ae6646,817.61 KiB
DE000A2DR1W1,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A2DR1W1_1036044_DE_DE_2024-01-24_65a547cf0660a.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DR1W1\PRIIPS_DE000A2DR1W1_1036044_DE_DE_2024-01-24_65a547cf0660a.pdf,edc2deb1ee34bc5cf01ab243a7f4057b,103.62 KiB
DE000A2DHTX5,verkaufsprospekt,01.01.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Apus_Capital_Revalue_01_01_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DHTX5\VKP_Apus_Capital_Revalue_01_01_2023.pdf,ba55499c5dffe58ed05dcc455ce57ad6,1.24 MiB
DE000A2DHTX5,jahresbericht,31.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6060_Apus_Capital_Revalue_Fonds_Bericht_2023-07-31_Layout_PDF.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DHTX5\JB_6060_Apus_Capital_Revalue_Fonds_Bericht_2023-07-31_Layout_PDF.pdf,2e79e8902ad7385dd6fcd8ccd4c5fb65,1.69 MiB
DE000A2DHTX5,halbjahresbericht,31.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6060_Apus_Capital_Revalue_Fonds_Bericht_2024-01-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DHTX5\HJB_6060_Apus_Capital_Revalue_Fonds_Bericht_2024-01-31.pdf,c4c3521af961e04cfa0479f46c37d3b1,923.93 KiB
DE000A2DHTX5,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A2DHTX5_1035766_DE_DE_2024-01-24_65a545459e0c5.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2DHTX5\PRIIPS_DE000A2DHTX5_1035766_DE_DE_2024-01-24_65a545459e0c5.pdf,6e95ab0291e60dc77015cc4747c1d444,103.09 KiB
DE000A1H44E3,verkaufsprospekt,01.01.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Apus_Capital_Revalue_01_01_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A1H44E3\VKP_Apus_Capital_Revalue_01_01_2023.pdf,ba55499c5dffe58ed05dcc455ce57ad6,1.24 MiB
DE000A1H44E3,jahresbericht,31.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6060_Apus_Capital_Revalue_Fonds_Bericht_2023-07-31_Layout_PDF.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A1H44E3\JB_6060_Apus_Capital_Revalue_Fonds_Bericht_2023-07-31_Layout_PDF.pdf,2e79e8902ad7385dd6fcd8ccd4c5fb65,1.69 MiB
DE000A1H44E3,halbjahresbericht,31.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6060_Apus_Capital_Revalue_Fonds_Bericht_2024-01-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A1H44E3\HJB_6060_Apus_Capital_Revalue_Fonds_Bericht_2024-01-31.pdf,c4c3521af961e04cfa0479f46c37d3b1,923.93 KiB
DE000A1H44E3,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A1H44E3_1035764_DE_DE_2024-01-24_65a54540cd9ee.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A1H44E3\PRIIPS_DE000A1H44E3_1035764_DE_DE_2024-01-24_65a54540cd9ee.pdf,703b8a8ef5cdd6dd33764c0a276e16e4,102.68 KiB
DE000A2PRZY3,verkaufsprospekt,01.01.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Aktien_Select_01_01_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2PRZY3\VKP_Aramea_Aktien_Select_01_01_2023.pdf,2ff6c4051ab83a92c659fcd03be6f8b0,1.19 MiB
DE000A2PRZY3,jahresbericht,31.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6037_Aramea_Aktien_Select_2023-07-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2PRZY3\JB_6037_Aramea_Aktien_Select_2023-07-31.pdf,1689339f8a9908fe863d0563418787f6,1.91 MiB
DE000A2PRZY3,halbjahresbericht,31.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6037_Aramea_Aktien_Select_Bericht_2024-01-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2PRZY3\HJB_6037_Aramea_Aktien_Select_Bericht_2024-01-31.pdf,1829d26a5ad879caf3b03b962c05ebb9,965.49 KiB
DE000A2PRZY3,priips,26.10.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A2PRZY3_1031533_DE_DE_2023-10-26_653159f060453.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2PRZY3\PRIIPS_DE000A2PRZY3_1031533_DE_DE_2023-10-26_653159f060453.pdf,08e4eee6be51ef8911e85b6dee4823eb,102.31 KiB
DE000A0YJME6,verkaufsprospekt,01.01.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Aktien_Select_01_01_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A0YJME6\VKP_Aramea_Aktien_Select_01_01_2023.pdf,2ff6c4051ab83a92c659fcd03be6f8b0,1.19 MiB
DE000A0YJME6,jahresbericht,31.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6037_Aramea_Aktien_Select_2023-07-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A0YJME6\JB_6037_Aramea_Aktien_Select_2023-07-31.pdf,1689339f8a9908fe863d0563418787f6,1.91 MiB
DE000A0YJME6,halbjahresbericht,31.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6037_Aramea_Aktien_Select_Bericht_2024-01-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A0YJME6\HJB_6037_Aramea_Aktien_Select_Bericht_2024-01-31.pdf,1829d26a5ad879caf3b03b962c05ebb9,965.49 KiB
DE000A0YJME6,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A0YJME6_1035794_DE_DE_2024-01-24_65a5458d48448.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A0YJME6\PRIIPS_DE000A0YJME6_1035794_DE_DE_2024-01-24_65a5458d48448.pdf,2a57f38c8d878606e15117ed4d0861d1,103.07 KiB
DE000A0M2JF6,verkaufsprospekt,21.12.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Balanced_Convertible_21_12_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A0M2JF6\VKP_Aramea_Balanced_Convertible_21_12_2023.pdf,cd483e52d8cd0d66af2b0801efa5f33c,1.17 MiB
DE000A0M2JF6,jahresbericht,31.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_2078_Aramea_Balanced_Convertible_2023-07-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A0M2JF6\JB_2078_Aramea_Balanced_Convertible_2023-07-31.pdf,0484a429c9faad9fd7f01f1ae020aea6,1.77 MiB
DE000A0M2JF6,halbjahresbericht,31.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_2078_Aramea_Balanced_Convertible_Bericht.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A0M2JF6\HJB_2078_Aramea_Balanced_Convertible_Bericht.pdf,ef96973456537a7f9701d3b1968f0355,903.52 KiB
DE000A0M2JF6,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A0M2JF6_1035784_DE_DE_2024-01-24_65a5457552577.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A0M2JF6\PRIIPS_DE000A0M2JF6_1035784_DE_DE_2024-01-24_65a5457552577.pdf,7c24e5613040071c194f3f81b423bf4c,103.16 KiB
DE000A2AQ929,verkaufsprospekt,21.12.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Balanced_Convertible_21_12_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2AQ929\VKP_Aramea_Balanced_Convertible_21_12_2023.pdf,cd483e52d8cd0d66af2b0801efa5f33c,1.17 MiB
DE000A2AQ929,jahresbericht,31.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_2078_Aramea_Balanced_Convertible_2023-07-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2AQ929\JB_2078_Aramea_Balanced_Convertible_2023-07-31.pdf,0484a429c9faad9fd7f01f1ae020aea6,1.77 MiB
DE000A2AQ929,halbjahresbericht,31.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_2078_Aramea_Balanced_Convertible_Bericht.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2AQ929\HJB_2078_Aramea_Balanced_Convertible_Bericht.pdf,ef96973456537a7f9701d3b1968f0355,903.52 KiB
DE000A2AQ929,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A2AQ929_1036016_DE_DE_2024-01-24_65a5478fba0a3.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A2AQ929\PRIIPS_DE000A2AQ929_1036016_DE_DE_2024-01-24_65a5478fba0a3.pdf,16a0f975c7954294831dfd2d9f97342a,103.53 KiB
DE000A14UWX0,verkaufsprospekt,31.08.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Global_Convertible_31_08_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A14UWX0\VKP_Aramea_Global_Convertible_31_08_2023.pdf,2f4b7dd757b995c8cd140c26118eed30,1.37 MiB
DE000A14UWX0,jahresbericht,31.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6173_Aramea_Global_Convertible_2023-07-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A14UWX0\JB_6173_Aramea_Global_Convertible_2023-07-31.pdf,2dcda4a877e71c37dbbff746a7e27561,2.93 MiB
DE000A14UWX0,halbjahresbericht,31.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6173_Aramea_Global_Convertible_Bericht_2024-01-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A14UWX0\HJB_6173_Aramea_Global_Convertible_Bericht_2024-01-31.pdf,dcac7986d7ecf13d1c0f0415b60ed8a2,1.06 MiB
DE000A14UWX0,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A14UWX0_1035800_DE_DE_2024-01-24_65a5459bee975.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A14UWX0\PRIIPS_DE000A14UWX0_1035800_DE_DE_2024-01-24_65a5459bee975.pdf,cafb640059d71c4b3a455db40438881e,104.25 KiB
DE000A141V76,verkaufsprospekt,31.08.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Global_Convertible_31_08_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A141V76\VKP_Aramea_Global_Convertible_31_08_2023.pdf,2f4b7dd757b995c8cd140c26118eed30,1.37 MiB
DE000A141V76,jahresbericht,31.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6173_Aramea_Global_Convertible_2023-07-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A141V76\JB_6173_Aramea_Global_Convertible_2023-07-31.pdf,2dcda4a877e71c37dbbff746a7e27561,2.93 MiB
DE000A141V76,halbjahresbericht,31.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6173_Aramea_Global_Convertible_Bericht_2024-01-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A141V76\HJB_6173_Aramea_Global_Convertible_Bericht_2024-01-31.pdf,dcac7986d7ecf13d1c0f0415b60ed8a2,1.06 MiB
DE000A141V76,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A141V76_1035802_DE_DE_2024-01-24_65a545a06f29c.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A141V76\PRIIPS_DE000A141V76_1035802_DE_DE_2024-01-24_65a545a06f29c.pdf,c9ee074f12530140aca34902e4e81968,104.25 KiB
DE0009792283,verkaufsprospekt,01.01.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Hippokrat_01_01_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE0009792283\VKP_Aramea_Hippokrat_01_01_2023.pdf,3a483857c3ab1e0adf6a6807f968e7f3,1.15 MiB
DE0009792283,jahresbericht,31.08.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_6093_Aramea_Hippokrat_Bericht_2023-08-31_Layout_PDF.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE0009792283\JB_6093_Aramea_Hippokrat_Bericht_2023-08-31_Layout_PDF.pdf,0f39ed4e4c13d950a09eaaba0a37932c,2.28 MiB
DE0009792283,halbjahresbericht,29.02.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_6093_Aramea_Hippokrat_Bericht.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE0009792283\HJB_6093_Aramea_Hippokrat_Bericht.pdf,211563db741f757ba979b9764777ee69,1.45 MiB
DE0009792283,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE0009792283_1035742_DE_DE_2024-01-24_65a545126e285.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE0009792283\PRIIPS_DE0009792283_1035742_DE_DE_2024-01-24_65a545126e285.pdf,fdcef353e2bfed0d97f7bd379e67dee3,102.59 KiB
DE000A3DV7H2,verkaufsprospekt,27.07.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Laufzeitenfonds_04_2028__27_07_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3DV7H2\VKP_Aramea_Laufzeitenfonds_04_2028__27_07_2023.pdf,523d6a750432baf7834d40ba1a90aead,1014.86 KiB
DE000A3DV7H2,jahresbericht,31.10.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/JB_1984_Aramea_Laufzeitenfonds_04-2028_2023-10-31.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3DV7H2\JB_1984_Aramea_Laufzeitenfonds_04-2028_2023-10-31.pdf,c0a4a50f1e0b0599b72a1696913c45a9,1.14 MiB
DE000A3DV7H2,halbjahresbericht,30.04.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1984_Aramea_Laufzeitenfonds_04-2028_2023-04-30.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3DV7H2\HJB_1984_Aramea_Laufzeitenfonds_04-2028_2023-04-30.pdf,878c55a78c4c422b383f7f6227acde10,678.99 KiB
DE000A3DV7H2,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A3DV7H2_1036860_DE_DE_2024-01-24_65a54f1761cf9.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3DV7H2\PRIIPS_DE000A3DV7H2_1036860_DE_DE_2024-01-24_65a54f1761cf9.pdf,bbe6b0cd1267b3aec4b4ec77f3d50764,102.96 KiB
DE000A3ETBK1,verkaufsprospekt,03.06.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Laufzeitenfonds_06_2027__03_06_2024.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3ETBK1\VKP_Aramea_Laufzeitenfonds_06_2027__03_06_2024.pdf,761ca64f0263716d475062e2da41c861,1.02 MiB
DE000A3ETBK1,priips,09.04.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A3ETBK1_1040414_DE_DE_2024-04-06_6615658d78ea0.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3ETBK1\PRIIPS_DE000A3ETBK1_1040414_DE_DE_2024-04-06_6615658d78ea0.pdf,4eeea972e08b6140ce9e7152e475c82c,85.85 KiB
DE000A3DV7Z4,verkaufsprospekt,26.02.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_Aramea_Laufzeitenfonds_08_2026__26_02_2024.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3DV7Z4\VKP_Aramea_Laufzeitenfonds_08_2026__26_02_2024.pdf,8bac3406d599a731318a847b5bbb39b6,1018.98 KiB
DE000A3DV7Z4,halbjahresbericht,29.02.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1998_Aramea_Laufzeitenfonds_08-2026_Bericht.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3DV7Z4\HJB_1998_Aramea_Laufzeitenfonds_08-2026_Bericht.pdf,4c4d6be63a88df422d890114500cc4c2,1011.03 KiB
DE000A3DV7Z4,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A3DV7Z4_1036918_DE_DE_2024-01-24_65a54f9c5b614.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3DV7Z4\PRIIPS_DE000A3DV7Z4_1036918_DE_DE_2024-01-24_65a54f9c5b614.pdf,a788a83ea1f8477437303ccbd4070eef,85.03 KiB
DE000A3C55B2,verkaufsprospekt,01.01.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_ARAMEA_METAWORLD_01_01_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3C55B2\VKP_ARAMEA_METAWORLD_01_01_2023.pdf,f62c565acbbaa8133f6846a8efa02c66,986.66 KiB
DE000A3C55B2,jahresbericht,31.03.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/jahresbericht/Jahresbericht_1947_ARAMEA_METAWORLD_Bericht_2023-03-31_Layout_PDF_10.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3C55B2\Jahresbericht_1947_ARAMEA_METAWORLD_Bericht_2023-03-31_Layout_PDF_10.pdf,5d53062051a230678f01ae29ba6b8b91,1.25 MiB
DE000A3C55B2,halbjahresbericht,30.09.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/halbjahresbericht/HJB_1947_ARAMEA_METAWORLD_Bericht_2023-09-30_Layout_PDF.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3C55B2\HJB_1947_ARAMEA_METAWORLD_Bericht_2023-09-30_Layout_PDF.pdf,70dbc102e2a5102ebdf338efecee81f2,652.18 KiB
DE000A3C55B2,priips,24.01.2024,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/priips/PRIIPS_DE000A3C55B2_1036722_DE_DE_2024-01-24_65a54de1ebbb3.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3C55B2\PRIIPS_DE000A3C55B2_1036722_DE_DE_2024-01-24_65a54de1ebbb3.pdf,6834ebd4af059123d0af043e694f4a8d,103.17 KiB
DE000A3DCAS4,verkaufsprospekt,01.01.2023,17.06.2024,https://fondswelt.hansainvest.com/uploads/documents/verkaufsprospekt/VKP_ARAMEA_METAWORLD_01_01_2023.pdf,C:\Users\Ana_Marija\Documents\teletrader\Hansainvest\DE000A3DCAS4\VKP_ARAMEA_METAWORLD_01_01_2023.pdf,f62c565acbbaa8133f6846a8efa02c66,986.66 KiB
